chrom	start	end	id	logFC_C16vsDMSO	logCPM_C16vsDMSO	LR_C16vsDMSO	PValue_C16vsDMSO	logFC_LUTvsDMSO	logCPM_LUTvsDMSO	LR_LUTvsDMSO	PValue_LUTvsDMSO	class
chr1	178558639	178559322	chr1:178558639-178559322					2.7850032658107	2.20176669357673	14.2775388859252	0.000157735904243787	C16_NA_LUT_Up
chr1	180586659	180587131	chr1:180586659-180587131	2.78729424674154	1.81880283062388	14.0975927753081	0.000173565765804894					C16_Up_LUT_NA
chr1	182450040	182450722	chr1:182450040-182450722					3.13794702494868	2.03180358366197	16.9428718185394	3.85216901984329e-05	C16_NA_LUT_Up
chr1	182972885	182973784	chr1:182972885-182973784	2.50423287701432	1.5786497566815	11.1615356660673	0.000835107669910367					C16_Up_LUT_NA
chr1	183881566	183882114	chr1:183881566-183882114	2.82958052782167	1.04681935083636	12.733571225522	0.000359150090857822					C16_Up_LUT_NA
chr1	185193595	185194136	chr1:185193595-185194136					3.02846170440667	0.5601950989972	12.5241006295905	0.000401736227338166	C16_NA_LUT_Up
chr1	18796513	18797256	chr1:18796513-18797256	2.97722070371031	1.42205335512368	14.5741611486622	0.000134749637695333					C16_Up_LUT_NA
chr1	188062594	188063447	chr1:188062594-188063447	3.14017294364568	1.34663412935724	13.3559579609582	0.00025760292214905	3.91407512351901	1.34663412935724	20.973901801371	4.65582650067488e-06	C16_Up_LUT_Up
chr1	189654701	189655123	chr1:189654701-189655123	3.0298981794321	0.019716965417889	11.6648400175823	0.00063692420261195					C16_Up_LUT_NA
chr1	189657115	189658610	chr1:189657115-189658610	3.71820576923627	1.20687400228878	20.2244424710041	6.88673652802388e-06					C16_Up_LUT_NA
chr1	189986513	189986929	chr1:189986513-189986929	7.24465005719732	1.20179385700391	14.7529448792438	0.000122555960242186	10.1618206576905	1.20179385700391	44.2995697483011	2.81778144931966e-11	C16_Up_LUT_Up
chr1	190094377	190094897	chr1:190094377-190094897					2.57451581707632	1.11245438711299	11.3655304440476	0.000748197062313842	C16_NA_LUT_Up
chr1	190129361	190129608	chr1:190129361-190129608					4.73454601744002	-0.591297785282561	16.7119862471677	4.35052598772824e-05	C16_NA_LUT_Up
chr1	190703884	190704360	chr1:190703884-190704360	3.85276648789132	0.904704438718534	19.2329755542411	1.1569751721464e-05					C16_Up_LUT_NA
chr1	190935991	190936331	chr1:190935991-190936331					4.15782427678967	-0.139882835602254	16.5896591659894	4.64033452627781e-05	C16_NA_LUT_Up
chr1	191051337	191052166	chr1:191051337-191052166	2.48462377652398	2.11976518263446	11.5722920584058	0.000669418516083766					C16_Up_LUT_NA
chr1	19126716	19127201	chr1:19126716-19127201	3.96937025128437	0.747678554034915	17.3216806092851	3.1556589270181e-05	3.92307682586536	0.747678554034915	17.0582122476167	3.6251264293335e-05	C16_Up_LUT_Up
chr1	193425848	193426794	chr1:193425848-193426794					2.94706843036448	3.45339040374921	17.084217312074	3.57582357678065e-05	C16_NA_LUT_Up
chr1	193558515	193558940	chr1:193558515-193558940	2.58580080708183	1.69804740399176	12.2249295842193	0.000471551734692999					C16_Up_LUT_NA
chr1	194004226	194004662	chr1:194004226-194004662					3.23473161253361	2.21170360674579	18.2088414093143	1.97957741002662e-05	C16_NA_LUT_Up
chr1	194024780	194024972	chr1:194024780-194024972					3.83711534741185	0.0327168694659129	16.2656445912073	5.50531340876987e-05	C16_NA_LUT_Up
chr1	194298014	194298480	chr1:194298014-194298480					2.86137392339281	0.523002742014171	11.1386484499821	0.000845474713735503	C16_NA_LUT_Up
chr1	194442890	194443496	chr1:194442890-194443496					2.95214993384713	2.91503511278857	16.5715157904284	4.68494132534618e-05	C16_NA_LUT_Up
chr1	195125152	195125597	chr1:195125152-195125597	3.25177877595561	0.104594661880434	13.5454201342375	0.000232858944685629					C16_Up_LUT_NA
chr1	195592067	195592517	chr1:195592067-195592517	5.6534437663332	0.535515681526671	25.3437777703916	4.79697239931875e-07	4.70071969559785	0.535515681526671	16.4212304108588	5.07140292054265e-05	C16_Up_LUT_Up
chr1	198220613	198220796	chr1:198220613-198220796	3.08864857584036	-0.0438677087863416	12.1503759802368	0.000490779697577234					C16_Up_LUT_NA
chr1	198530889	198531381	chr1:198530889-198531381	2.82657981105346	1.33807769122945	12.9544875439251	0.000319155539952318					C16_Up_LUT_NA
chr1	198567808	198568594	chr1:198567808-198568594					2.7939283437305	3.05319505872699	15.3694252277744	8.84073041585523e-05	C16_NA_LUT_Up
chr1	198662870	198663565	chr1:198662870-198663565					2.40502012494508	3.78406155194037	12.093519284933	0.000505973809802799	C16_NA_LUT_Up
chr1	19916857	19917209	chr1:19916857-19917209					2.76957534871511	0.591074619022717	10.925780730692	0.000948352294372309	C16_NA_LUT_Up
chr1	201911615	201912306	chr1:201911615-201912306					2.34179451694581	3.53758970898719	11.3921952980236	0.000737533187883526	C16_NA_LUT_Up
chr1	202324737	202325225	chr1:202324737-202325225					2.85554002895078	0.989195151077225	12.0790031936802	0.000509928537777292	C16_NA_LUT_Up
chr1	204695797	204696639	chr1:204695797-204696639	2.44635596282219	2.50217202163134	11.3342699347014	0.000760897418064718	2.47789018887588	2.50217202163134	11.6608828019442	0.000638280450680866	C16_Up_LUT_Up
chr1	208455756	208456652	chr1:208455756-208456652	2.50001501900607	2.43494445903928	11.9031735936776	0.00056038387187505					C16_Up_LUT_NA
chr1	209925840	209927340	chr1:209925840-209927340	2.33023074203306	2.85745626384742	11.0330251329454	0.000895029722868384					C16_Up_LUT_NA
chr1	210753371	210753719	chr1:210753371-210753719	2.83316704278978	1.91834905346178	12.4818089346641	0.000410934075428151	3.8643915594695	1.91834905346178	22.8583032414844	1.74394306759711e-06	C16_Up_LUT_Up
chr1	213523902	213524395	chr1:213523902-213524395	3.8862724941334	0.80810622188341	19.5732380312511	9.68159010707545e-06					C16_Up_LUT_NA
chr1	216183077	216183563	chr1:216183077-216183563	3.43339290432893	0.883623496674526	16.0424089323785	6.1939447957906e-05					C16_Up_LUT_NA
chr1	216461472	216461861	chr1:216461472-216461861					4.30681069161678	0.0952581792531772	17.9511307566598	2.26649732514393e-05	C16_NA_LUT_Up
chr1	217029338	217030033	chr1:217029338-217030033					2.87579712497995	1.0005037534271	12.6338761662979	0.000378818878905525	C16_NA_LUT_Up
chr1	217188338	217188873	chr1:217188338-217188873					2.54138754912815	1.35450191491697	11.0819493467779	0.000871721138134632	C16_NA_LUT_Up
chr1	217856870	217857742	chr1:217856870-217857742	2.86428603594808	0.673939567619335	12.0372946811355	0.000521465992519425					C16_Up_LUT_NA
chr1	218338264	218339505	chr1:218338264-218339505					2.67779406135839	2.01499256068626	13.1225863335084	0.000291756989509293	C16_NA_LUT_Up
chr1	218479858	218480446	chr1:218479858-218480446					2.46658966281582	3.17497261316743	12.2076253627833	0.000475945767965016	C16_NA_LUT_Up
chr1	219263882	219264999	chr1:219263882-219264999					2.59700134666929	3.46634233347978	13.533202943774	0.000234379701462759	C16_NA_LUT_Up
chr1	219555231	219556279	chr1:219555231-219556279					2.40778458606569	4.89963785190579	12.3115256609394	0.000450169862944792	C16_NA_LUT_Up
chr1	219563717	219564530	chr1:219563717-219564530	2.72441161696601	2.05253157569517	13.0185287856195	0.000308424027430009	2.68620985750429	2.05253157569517	12.7367571125346	0.000358538821743051	C16_Up_LUT_Up
chr1	219661246	219661993	chr1:219661246-219661993					2.67775581679094	1.69838467947628	12.6600795297235	0.00037354632490043	C16_NA_LUT_Up
chr1	221161950	221163204	chr1:221161950-221163204	3.08966822152465	3.10685166256532	18.0336978408989	2.17029097826357e-05					C16_Up_LUT_NA
chr1	221169306	221169758	chr1:221169306-221169758	8.02492651714318	0.723759913743744	21.0497862452932	4.47502772399802e-06	9.3636650024893	0.723759913743744	34.9079001996662	3.45675420500513e-09	C16_Up_LUT_Up
chr1	221527190	221527743	chr1:221527190-221527743	3.58395825119678	1.03151636926993	11.6182063737153	0.000653093517444394	5.45092163828142	1.03151636926993	29.8493008104037	4.66965250633772e-08	C16_Up_LUT_Up
chr1	223661589	223662260	chr1:223661589-223662260					2.76824820797786	1.4539808349978	13.231621300211	0.000275265608962554	C16_NA_LUT_Up
chr1	224860909	224861287	chr1:224860909-224861287					2.71493857745801	0.416190589431839	10.9054800788081	0.000958801875110752	C16_NA_LUT_Up
chr1	225114219	225115044	chr1:225114219-225115044					2.51237904956595	2.2896350089632	11.8694602089531	0.000570619487438492	C16_NA_LUT_Up
chr1	227934647	227935345	chr1:227934647-227935345					-2.39116773261068	3.11197219760484	11.6468780453938	0.000643103741290373	C16_NA_LUT_Down
chr1	228474561	228475194	chr1:228474561-228475194					2.61568031871718	3.47656329746926	13.8575788471761	0.00019719981263442	C16_NA_LUT_Up
chr1	232049262	232049767	chr1:232049262-232049767	2.78128199455645	0.689312768713286	12.3057586369023	0.000451562921109443					C16_Up_LUT_NA
chr1	232100846	232101657	chr1:232100846-232101657					3.37490442023023	1.92887149984532	19.0375637148865	1.28170342602758e-05	C16_NA_LUT_Up
chr1	232244162	232244928	chr1:232244162-232244928					3.28990990719152	1.18446381267375	16.8539534858412	4.03691504934692e-05	C16_NA_LUT_Up
chr1	232613818	232614990	chr1:232613818-232614990	2.4688222258448	2.77666989796369	11.8409264759176	0.000579429899014638					C16_Up_LUT_NA
chr1	232669797	232670830	chr1:232669797-232670830					2.86267138317412	4.0599542614135	16.5124412966455	4.8331894528705e-05	C16_NA_LUT_Up
chr1	232693995	232694693	chr1:232693995-232694693					2.89791510934386	1.93568298191792	14.8336401963322	0.0001174221813406	C16_NA_LUT_Up
chr1	233183568	233184106	chr1:233183568-233184106	3.41163807704603	1.18442503795269	17.9812722159749	2.2308899688223e-05					C16_Up_LUT_NA
chr1	233689992	233690268	chr1:233689992-233690268					3.37062505982697	-0.292594148894736	12.26591514638	0.000461306936944261	C16_NA_LUT_Up
chr1	234603912	234604112	chr1:234603912-234604112					2.36410663065872	2.433527101511	10.9755899503769	0.000923198610420476	C16_NA_LUT_Up
chr1	234657251	234657589	chr1:234657251-234657589	2.7543039308939	0.867327628665686	11.1116742326771	0.000857860159201603					C16_Up_LUT_NA
chr1	234894212	234894879	chr1:234894212-234894879					2.60690041319412	1.211437958921	11.6456100794974	0.000643542246682548	C16_NA_LUT_Up
chr1	236953190	236954013	chr1:236953190-236954013					2.4415847247132	2.42965248868789	11.5020968006694	0.000695177246359367	C16_NA_LUT_Up
chr1	237036207	237036802	chr1:237036207-237036802	2.71743474955967	1.62843402817437	11.1703192524024	0.000831163236591352	3.68639033695439	1.62843402817437	20.4987962791814	5.96687640075388e-06	C16_Up_LUT_Up
chr1	237241632	237242142	chr1:237241632-237242142					2.92829359869902	1.1811320038764	13.7203707368551	0.000212140992305735	C16_NA_LUT_Up
chr1	237518457	237519663	chr1:237518457-237519663					2.8330239557446	1.08522104770113	13.3163351386617	0.0002631039159044	C16_NA_LUT_Up
chr1	237999548	237999967	chr1:237999548-237999967					2.79054989791008	1.59227349382306	13.8116575274012	0.000202078497178637	C16_NA_LUT_Up
chr1	238088699	238089249	chr1:238088699-238089249					2.68442252060273	1.9247014660179	13.1840581095876	0.000282340685791387	C16_NA_LUT_Up
chr1	238139773	238140060	chr1:238139773-238140060	2.9169406220581	1.49122401805896	14.6992131751789	0.000126099070776009					C16_Up_LUT_NA
chr1	238199432	238199700	chr1:238199432-238199700	4.39584685735121	0.655196000539333	18.598666927211	1.61333326932461e-05	4.44184132331883	0.655196000539333	19.226556685932	1.16087181929042e-05	C16_Up_LUT_Up
chr1	238469108	238469658	chr1:238469108-238469658	2.58985111938326	1.15305042178342	10.8927722699902	0.000965402280400643					C16_Up_LUT_NA
chr1	238868716	238869035	chr1:238868716-238869035					3.19692231125695	0.92266634157051	15.1382772063253	9.99167727379259e-05	C16_NA_LUT_Up
chr1	239533514	239534021	chr1:239533514-239534021	2.83752946494007	0.64819853933384	12.1921536438291	0.000479909457424002					C16_Up_LUT_NA
chr1	239537997	239538487	chr1:239537997-239538487	3.01247376757633	1.4562325566917	14.1014761012112	0.000173207804076696	2.87868410460548	1.4562325566917	12.9860782325877	0.000313815572832647	C16_Up_LUT_Up
chr1	24283730	24284699	chr1:24283730-24284699	2.65537025422887	0.995064327121237	12.1381511634695	0.000494007257433794					C16_Up_LUT_NA
chr1	244212285	244213111	chr1:244212285-244213111					2.46785615402553	3.0100831684237	12.1693598430973	0.000485809766234065	C16_NA_LUT_Up
chr1	2774014	2774252	chr1:2774014-2774252					-3.1507294369016	-0.660526542677147	11.284000215215	0.000781779224937596	C16_NA_LUT_Down
chr1	27752496	27752877	chr1:27752496-27752877					2.67081993194252	0.816252109491993	10.8935362239117	0.000965004189714368	C16_NA_LUT_Up
chr1	28926946	28928477	chr1:28926946-28928477					2.66685391726731	2.16697739729671	13.3394405418639	0.000259881870182775	C16_NA_LUT_Up
chr1	30666833	30667895	chr1:30666833-30667895					2.60977857841839	1.96519965499669	12.4982471484162	0.000407334019103275	C16_NA_LUT_Up
chr1	37325090	37325382	chr1:37325090-37325382					3.62264337935926	-0.00152633520167305	14.3619313338461	0.000150820901159078	C16_NA_LUT_Up
chr1	3924977	3925256	chr1:3924977-3925256					-2.63562064388922	1.0513875211122	11.6020469609069	0.000658792687299033	C16_NA_LUT_Down
chr1	41827914	41828588	chr1:41827914-41828588					2.59842210807861	1.46575641165364	11.8354635215353	0.000581132307103068	C16_NA_LUT_Up
chr1	41856451	41857605	chr1:41856451-41857605	2.32406041180761	3.35828448058735	11.0568589933071	0.000883597066812851					C16_Up_LUT_NA
chr1	43736481	43737131	chr1:43736481-43737131					2.9334249905819	0.671626994769178	13.142816760177	0.000288623629261232	C16_NA_LUT_Up
chr1	45926278	45927470	chr1:45926278-45927470					2.72962468060939	1.39860488418815	12.7321419824309	0.000359424658006161	C16_NA_LUT_Up
chr1	48001853	48002141	chr1:48001853-48002141					3.56125094509027	0.17843901019002	15.3685823806239	8.84467498216436e-05	C16_NA_LUT_Up
chr1	48878284	48878878	chr1:48878284-48878878	2.81366000267695	0.946467834378437	12.5918833984337	0.000387425541672088					C16_Up_LUT_NA
chr1	50525383	50525818	chr1:50525383-50525818					3.58138601390366	0.209345417711984	15.5515334425155	8.02865006936256e-05	C16_NA_LUT_Up
chr1	50565563	50565891	chr1:50565563-50565891					5.36289294863481	0.876795915775286	28.8552948139091	7.7992401966837e-08	C16_NA_LUT_Up
chr1	50699865	50700503	chr1:50699865-50700503					2.72803519774515	3.00919660000623	14.6014530654873	0.000132812096642713	C16_NA_LUT_Up
chr1	52334385	52335150	chr1:52334385-52335150					3.78561596186813	1.36374692329813	21.032605241164	4.51533535453763e-06	C16_NA_LUT_Up
chr1	52580910	52581642	chr1:52580910-52581642					4.12888202729611	0.983617504401169	22.2215310563236	2.42934181792059e-06	C16_NA_LUT_Up
chr1	55612896	55613586	chr1:55612896-55613586	2.71426094337027	1.14329681837025	11.7222546150111	0.000617570881392328					C16_Up_LUT_NA
chr1	55718828	55719485	chr1:55718828-55719485	2.7620133567767	0.478087571413819	11.8619777721548	0.000572916684511163					C16_Up_LUT_NA
chr1	55781734	55782503	chr1:55781734-55782503	2.96886984366835	2.43032738023747	16.4059290642412	5.11250612773977e-05					C16_Up_LUT_NA
chr1	56074229	56074616	chr1:56074229-56074616	4.62980623480023	0.333900831681003	20.886510610383	4.87314291348563e-06					C16_Up_LUT_NA
chr1	56185687	56185883	chr1:56185687-56185883	4.46425090491245	-0.231691222770373	14.2227483351841	0.00016239543765615	4.31002736197587	-0.231691222770373	13.2541622453354	0.000271975304799259	C16_Up_LUT_Up
chr1	56510601	56511489	chr1:56510601-56511489					3.38969977562858	1.20733307619029	17.4535773840791	2.94409728584894e-05	C16_NA_LUT_Up
chr1	60587503	60587745	chr1:60587503-60587745	7.16274737682917	-0.226706979246443	14.1729067138125	0.00016675442083924	8.24593926999361	-0.226706979246443	23.3311202044929	1.36375544085666e-06	C16_Up_LUT_Up
chr1	60695690	60696319	chr1:60695690-60696319					3.09731111663481	1.92205508520109	16.8021462726826	4.14863545745036e-05	C16_NA_LUT_Up
chr1	61570279	61570461	chr1:61570279-61570461					3.08513748462639	-0.126327185182227	11.3285724340459	0.000763235531558938	C16_NA_LUT_Up
chr1	6218661	6218882	chr1:6218661-6218882					-4.07251580479387	-0.0949811274340448	17.9754949056223	2.23767113247175e-05	C16_NA_LUT_Down
chr1	63175477	63176072	chr1:63175477-63176072	2.48647585915326	1.78368964029058	10.9068629439985	0.000958086376645858					C16_Up_LUT_NA
chr1	64473007	64473251	chr1:64473007-64473251					3.34792562612303	1.23761986022391	17.0393018493265	3.6614071287193e-05	C16_NA_LUT_Up
chr1	66182614	66183493	chr1:66182614-66183493					2.5322332937492	3.6915344757838	13.0924798563453	0.000296483598485501	C16_NA_LUT_Up
chr1	68270729	68271343	chr1:68270729-68271343					3.5773331645688	1.51286492688872	19.7787732664518	8.69428919331793e-06	C16_NA_LUT_Up
chr1	76257662	76258151	chr1:76257662-76258151					3.11952387208309	0.561453011973397	12.5576585069068	0.00039458584678868	C16_NA_LUT_Up
chr1	77089861	77090243	chr1:77089861-77090243					2.83101345235273	0.936209350358112	12.2442268331162	0.000466699876991909	C16_NA_LUT_Up
chr1	77265047	77265778	chr1:77265047-77265778					2.65886986416389	2.21603329893394	13.1503492935547	0.00028746565007253	C16_NA_LUT_Up
chr1	79323274	79323559	chr1:79323274-79323559	2.77698133703474	0.323995051732731	11.2998623999391	0.000775128352880082					C16_Up_LUT_NA
chr1	80892563	80893380	chr1:80892563-80893380					3.81465536031344	1.09477146546341	19.9420973670916	7.98232039327657e-06	C16_NA_LUT_Up
chr1	8182168	8182796	chr1:8182168-8182796	2.89187468352339	1.57892193527103	14.5918176662834	0.000133492920530757					C16_Up_LUT_NA
chr1	82449542	82449900	chr1:82449542-82449900	2.8092553720564	1.37467670251293	13.2087523693158	0.000278644800430553					C16_Up_LUT_NA
chr1	82621057	82621420	chr1:82621057-82621420					3.38917512446515	0.293350028509541	13.8440397152867	0.000198625746067044	C16_NA_LUT_Up
chr1	83093654	83094393	chr1:83093654-83094393					2.89550082584379	1.70662295432185	14.0864646765342	0.000174595676975709	C16_NA_LUT_Up
chr1	83565379	83565864	chr1:83565379-83565864					3.26675373704	0.466858785354981	13.8233354587243	0.000200826420931302	C16_NA_LUT_Up
chr1	85328895	85329347	chr1:85328895-85329347	2.61910145501853	1.10465944856497	11.6741037488558	0.000633760634030744					C16_Up_LUT_NA
chr1	89575830	89576425	chr1:89575830-89576425					2.55179267756473	1.53209047617771	11.7352797584366	0.000613263653228944	C16_NA_LUT_Up
chr1	89719694	89720127	chr1:89719694-89720127	2.66783317021402	0.584163514361482	11.0623493550915	0.000880984431040957					C16_Up_LUT_NA
chr1	89801930	89802550	chr1:89801930-89802550					2.95296665843319	2.46734240253444	16.3344220155497	5.30907738510439e-05	C16_NA_LUT_Up
chr1	89863605	89864586	chr1:89863605-89864586					2.60463395032508	2.0335688645753	12.70682250601	0.000364323946393317	C16_NA_LUT_Up
chr1	89943618	89943854	chr1:89943618-89943854					3.06762799534895	2.32207013322911	17.0790997649681	3.58547234797187e-05	C16_NA_LUT_Up
chr1	92515774	92516307	chr1:92515774-92516307					3.90270602527312	0.675746185398076	18.5939375436618	1.61734069701618e-05	C16_NA_LUT_Up
chr1	93722027	93723247	chr1:93722027-93723247					2.66647202571968	1.86079318409127	12.6657152787813	0.000372422025176286	C16_NA_LUT_Up
chr1	93779704	93779927	chr1:93779704-93779927					-6.45876622363445	-0.444892674127257	12.2334534435992	0.000469402357373407	C16_NA_LUT_Down
chr1	95067132	95067443	chr1:95067132-95067443					3.05665408447646	-0.103144374229943	11.1050532820269	0.000860928157170008	C16_NA_LUT_Up
